rating,title,text,images,asin,parent_asin,user_id,review_date,helpful_vote,verified_purchase
5.0,"Great compositions and arrangements, and a strong rhythm section","At a mere twenty-seven minutes this album is brief. However, every note counts. At the time of this review the album seems to be credited to drummer Philly Joe Jones. It's the brainchild of Elmo Hope. In fact, each of the six songs are Hope's compositions:<br />A1 Hot Sauce 3:35<br />A2 When The Groove Is Low 4:58<br />A3 De-Dah 4:26<br />B1 Abdula 3:42<br />B2 Freffie 3:36<br />B3 Stars Over Marakesh 6:43<br /><br />If you are unfamiliar with Hope's work you are in for a treat. For one thing, despite being classified as a bebop pianist, he is nothing like Bud Powell, Al Haig, Monk, Dodo Marmarosa, etc. Actually, he is closer to Marmarosa than the others mentioned. Moreover, he spent a lot of time in both the NYC and Los Angeles scenes, so he absorbed both styles. Finally, there is a heavy touch of blues, as well as classical in his playing.<br /><br />He is backed on this album by Paul Chambers on bass and Philly Joe Jones on drums. Both are perfect for the arrangements and compositions on the album. I am very familiar with Chambers (especially his work with Red Garland), and am greatly influenced by Jones.<br /><br />This was recorded for the Celebrity label in NYC in 1961. I was unable to nail down an exact date or studio. I suspect that this was recorded in a single session since many albums (and especially ones as short as this one) were one day affairs. I would appreciate any additional information, which you can place in a comment.",[],B010U5EZMI,B010U5EZMI,AG3S4FROO422V5KP7DJCBXVUQLJQ,2016-10-02 04:13:32,0,False
5.0,One of two solo tribute albums Waldron recorded in the 1970s,"This is another of my vinyl treasures because it features Waldron solo. Another big plus is the sound quality is far better than I expected considering my LP is in Good to VG condition. Every note is crystal clear. This is especially impressive considering that this was recorded live.<br /><br />There are only four tracks, but the album still clocks in at a respectable 37:08. Granted, the LP could have held more, but I am not complaining because this is the only recording I own of Waldron solo.<br /><br />Since there is no track list, I am including it here:<br /> A1 Mingus Lives 7:48<br />A2 Snake Out 10:42<br />B1 Tensile Structure 7:54<br />B2 Here, There and Everywhere 10:44<br /><br />The entire album is comprised of Waldron compositions. This is the second tribute album he recorded for former bandleaders. The first was Blues for Lady Day (also solo) in 1972 and this one. This was recorded for the Enja label at the Chapati Club in Spa, Belgium on February 28, 1979.",[],B00414B2YO,B00414B2YO,AG3S4FROO422V5KP7DJCBXVUQLJQ,2016-09-29 02:51:38,0,False
5.0,"Anita in top form in her later career, with great arrangements and backing","This is not an essential album, but does have some excellent arrangements thanks to Roger Neumann's tenor and soprano sax, and flute. His addition to the ensemble adds an extra dimension to Anita's vocals over and above her typical jazz piano trio backing.<br /><br />Ao vivo means live in Portuguese; this album was recorded live for the Estudio Eldorado label at the 150 Night Club located in the Maksoud Plaza Hotel in São Paulo, Brazil on August 21 and 22, 1984. Anita's voice on this album is still in good form, and her vocals are delivered with her trademark rhythmic intensity. The sound quality is above average.<br /><br />In addition to Neumann she is backed by Harold Danko on piano, Rick Laird on bass and longtime collaborator John Poole on drums. They are tight and back her perfectly. Here are the tracks:<br />A1  Wave  3:36<br />A2  It Had To Be You  3:44<br />A3  Sleeping Bee  3:38<br />A4  Time After Time  4:30<br />A5  Stomping At The Savoy  4:26<br />A6  P-Town  0:48<br />B1  The Man With The Horn  3:28<br />B2  Body And Soul  6:04<br />B3  Lush Life  3:44<br />B4  The Song Is You  3:49<br />B5  Wave  2:01<br /><br />This isn't what I would consider an essential album, but for we fans the recording quality and performances make it a worthwhile buy.",[],B008YNTE8Y,B008YNTE8Y,AG3S4FROO422V5KP7DJCBXVUQLJQ,2016-08-27 20:57:04,0,False
5.0,Early Previn in jazz,"Up front, a good copy of this album in vinyl has excellent sound quality, but I want to disclose that to my ears the arrangements are a little too heavy and a little too busy. I am not going to subtract a star because of it because the musicianship is superb and my personal taste should not enter into the equation.<br /><br />There are some redeeming moments in this album. Specifically, everything that Previn plays is beyond reproach and I think that is something to which any listener would agree.  I also loved Bud Shank's flute work on the tracks on which he played that instrument. In fact, the entire wind section (Shank on alto and flute, Jimmy Giuffre on baritone, and Bob Cooper on tenor and soprano) are uniformly excellent throughout. Milt Bernhart's trombone and Shorty Rogers' trumpet were well played, but I think the trombone in particular was a too low for the arrangements, and Rogers was a bit on the busy side.<br /><br />Shelly Manne is the drummer on all tracks, but the bassists are Joe Mondragon ( tracks A1-A3, A5, B1-B3 and B5), with Curtis Counce on the remaining tracks. Jack Marshall is on guitar on tracks A1 and A2, and B1 and B2, with Al Hendrickson on the remaining tracks.<br /><br />The tracks on this album that clocks in at 35:14 are:<br />A1  It's Delovely<br />A2  Porterhouse<br />A3  Heat Wave<br />A4  40° Below<br />A5  You Stepped Out Of A Dream<br />A6  Claudia<br />B1  You Do Something To Me<br />B2  Call For Cole<br />B3  Everything I've Got<br />B4  Some Antics<br />B5  It Only Happens When I Dance With You<br />B6  General Cluster<br /><br />Previn is the composer for tracks A2, A4 and A6, with Rogers getting composer credits for tracks B2, B4 and B6. The remaining tracks are standards by the usual suspects (Porter, Berlin, Hart, Rogers, Kahn et al.) This album was recorded for RCA Victor at over the course of three sessions at their Los Angeles studios in 1954: March 30 (tracks 3, 5, 9 and 11), June 14 (tracks 4, 6, 10 and 12), and September 14, (tracks 1, 2, 7 and 8.)",[],B01AH8H336,B01AH8H336,AG3S4FROO422V5KP7DJCBXVUQLJQ,2016-08-25 22:29:37,0,False
5.0,Evidence of Previn's jazz chops,"This is one of my thrift shop finds (the vinyl was in pristine condition!) This album proves beyond a doubt that Previn's jazz chops are considerable. All songs are penned by Loewe & Lerner, but it's the way Previn arranged them for a jazz piano trio that is a mark of his genius (as well as his and his rhythm sections performance.) There are places where you can hear Ahmad Jamal's influence. Indeed, at one point on A3 (A Toujours) the trio sounded like the Jamal/Crosby/Fournier line-up from their Pershing album. In other tracks it's pure Previn with both Manne's and Mitchell's signature styles.<br /><br />Since there is no track list as I write this, there is what comprises the 38:54 minutes on the album:<br />A1  The Parisians  4:32<br />A2  I Remember I Will  4:30<br />A3  A Toujours  5:38<br />A4  It's A Bore  4:18<br />B1  Aunt Alicia's March  5:01<br />B2  Thank Heaven For Little Girls  4:31<br />B3  Gigi  5:39<br />B4  She Is Not Thinking Of Me  4:09<br /><br />As a drummer the stand out for me is Shelly Manne's brushwork, but I also love Red Mitchell's bass, and, of course, Previn's approach to piano (and arranging). The trio is tight and the way they are all three locked in, yet all three participating, make this as instructive as it is enjoyable.<br /><br />This was recorded for the Contemporary label in their Los Angeles studios on April 7 and 8, 1958.  This is West Coast jazz at its best, and a showcase for Previn's versatility.",[],B00B9JSBFC,B00B9JSBFC,AG3S4FROO422V5KP7DJCBXVUQLJQ,2016-08-25 21:45:26,1,False
4.0,"Not optimal for camping, but definitely effective in other uses","I received these as a free review sample. Before you read my observations take the time to check out  Tom's very thorough and helpful video review dated April 5, 2016.<br /><br />These are far better suited to home use than camping in my opinion for a number of reasons. Foremost (and why I subtracted a star) is they are not easy to start, even with a lighter, and secondary, they are heavy. For campers a box of these is extremely heavy (for camping) and add almost nine pounds to carrying weight.<br /><br />For starting fire places, wood stoves and grills and even charcoal grills these are excellent. More importantly, these work beautifully in hibachi style grills and they do last the claimed amount of time.<br /><br />Despite my caveat about these being less than optimal for camping, one or two in a backpack are a good hedge against an emergency. Just be prepared to first build a kindling fire and build on that before lighting one of these pucks because you are not going to directly get one started with a firestick.",[],B01BBSGZIK,B01BBSGZIK,AG3S4FROO422V5KP7DJCBXVUQLJQ,2016-04-12 04:22:12,10,False
5.0,Previn's jazz chops are in evidence here,"This album is yet another of my thrift shop finds. The mystery is on the cover it's credited as Piano Solos With Instrumental Accompaniment. I took that as a challenge because there were no hints in the liner notes as to who was backing him. I pretty much suspected Red Mitchell on bass and Shelly Manne on drums, but beyond that had no clue. I managed to track down the dates and personnel on each track, which I will provide below.<br /><br />First, you can listen to the tracks on a larger compilation made up of albums and tracks from the same era: [[ASIN:B008FTAH2O Previn's Touch]]. Run through the sound samples and you will be treated to a display of Previn's jazz chops. Although he had the touch and feel for classical, and the innate sensibility for sound tracks and scores, he was a first rate jazz musician, but his other work (and the fact that he was in the West Coast scene) overshadowed that. This album is evidence that he was the real thing in jazz too.<br /><br />Here is the track list, which is missing at the time I am writing this:<br />A1  Flying Down To Rio  2:30<br />A2  You Are Too Beautiful  3:19<br />A3  When You Wish Upon A Star  2:05<br />A4  London In July  3:25<br />A5  Moonlight In Vermont  3:18<br />A6  Island In The West Indies  3:29<br />B1  How Are Things In Glocca Morra  3:43<br />B2  It Could Happen To You  3:03<br />B3  Honolulu  2:51<br />B4  My Foolish Heart  2:11<br />B5  But Beautiful  3:11<br />B6  Sidewalks Of Cuba  2:24<br /><br />It took some sleuthing to discover who was backing him. All of the tracks were recorded for the Decca label in Los Angeles in April 1955 and March 1956. Here are the sessions and musicians in chronological order:<br /><br />April 1955 has Previn backed by Al Hendrickson on guitar, Red Mitchell on bass and Irv Cottler on drums:<br />Track B1: April 11.<br />Tracks A1,A4 and A6: April 13.<br />Tracks A5, B3 and B6: April 18.<br /><br />March 1956 has Previn backed by Al Hendrickson on guitar, Carson Smith on bass and Shelly Manne on drums:<br />Tracks B2 and B5: March 28.<br />Tracks A2, A3 and B4: March 29.<br /><br />This album was released by Decca as DL 74350 in 1963 and clocks in at 35:35. If you are a pianist or a West Coast jazz fan this is a great album.",[],B0033Q1W8W,B0033Q1W8W,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-12-26 18:08:03,3,False
5.0,Dinah Washington plus two instrumental tracks from NJF 58,"This is yet another of my thrift shop finds. What caught my eye is this album contains the iconic track that was captured on video by Bert Stern, [[ASIN:B00003OSU4 Jazz on a Summer's Day]], which is track A4 on this LP. Since the tracks are not listed at the time I am writing this, here they are:<br />A1 Lover Come Back To Me 2:16<br />A2 Back Water Blues 4:33<br />A3 Crazy Love 3:27<br />A4 All Of Me 5:18<br />B1 Backstage Blues 9:10<br />B2 Julie And Jake 8:40<br /><br />The entire album was recorded live at the Newport Jazz Festival on July 6, 1958. All of Side A features Dinah Washington, but Side B contains only instrumentals. The first three tracks of Side A are: Dinah Washington backed by Blue Mitchell on trumpet, Melba Liston on trombone (and arranger), Harold Ousley on tenor sax and Sahib Shibab on baritone sax. The rhythm section is Wynton Kelly on piano, Paul West on bass and Max Roach on drums.<br /><br />Track A4 is a change up with Washington backed by Don Elliott on mellophone, Urbie Green on trombone, Terry Gibbs (and briefly Washington) on vibraphone, with the same rhythm section.<br /><br />Side B is Don Elliott on mellophone, Urbie Green on trombone, Terry Gibbs on vibraphone and the same rhythm section as Side A.",[],B00B6H7E8W,B00B6H7E8W,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-12-17 17:21:31,0,False
5.0,Essential for Art Pepper and West Coast Jazz fans,"Up front: the sound quality is acceptable, but not up to audiophile standards. I have no complaints, but if you are a discriminating listener with a lot of money in audio gear you may want to look elsewhere.<br /><br />Nine of the ten discs span the period between 1952 and 1959, with one disc from 1981, the year before Art passed. It's difficult to pick a favorite disc, and that is subjective anyway. What I'll do is list the number of tracks on each, when and where the tracks were recorded, and on as many as I can, the musicians on the tracks.<br /><br />Also note that each disc sleeve has a title as well. Those titles do not map to specific albums, although it's easy to extrapolate some albums from which the tracks came by noting the dates, personnel and tracks. I'll list each track in a comment to this review.<br /><br />DISC ONE: 11 tracks.<br />Sleeve title is Diablo's Dance. Recorded in 1957 in Los Angeles. Appears to be Art on tenor, with Red Garland on piano, Paul Chambers on bass and Philly Joe Jones on drums from the sessions that produced Art Pepper Meets The Rhythm Section.<br /><br />DISC TWO. 11 tracks.<br />Sleeve title is Long Ago and Far Away. Recorded in 1956 and 1957 in Los Angeles. Personnel include the following ensembles backing Art:<br />Carl Perkins (piano), Ben Tucker (bass) and Chuck Flores (drums)<br />Russ Freeman (piano), Ben Tucker (bass) and Chuck Flores (drums)<br />Russ Freeman (piano), Leroy Vinnegar (bass) and Shelly Manne (drums)<br />Gerry Wiggins (piano), Red Norvo (vibraphone), Ben Tucker (bass) and Joe Morello (drums)<br /><br />DISC THREE. 12 tracks.<br />Sleeve title is Angel's Wings. Recorded in Los Angeles in 1956 and 1957. Personnel include the following ensembles backing Art:<br />Russ Freeman (piano), Jack Sheldon (trumpet), Leroy Vinnegar (bass) and Shelly Manne (drums)<br />Russ Freeman (piano), Ben Tucker (bass) and Chuck Flores (drums)<br />Gerry Wiggins (piano), Red Norvo (vibraphone), Ben Tucker (bass) and Joe Morello (drums)<br />Carl Perkins (piano), Ben Tucker (bass) and Chuck Flores (drums)<br /><br />DISC FOUR. 13 tracks.<br />Sleeve title is Blues In. Recorded in Los Angeles between 1952 and 1957. Unable to track down the backing musicians.<br /><br />DISC FIVE. 10 tracks.<br />Sleeve title is Pepper Blues. Recorded in Los Angeles between 1952 and 1957. Backing musicians are:<br />Red Garland (piano), Paul Chambers (bass) and Philly Joe Jones (drums)<br />Hampton Hawes (piano), Joe Mondragon (bass) and Larry Bunker (drums and vibraphone)<br /><br />DISC SIX. 4 tracks.<br />Sleeve title is Road Waltz. Recorded in Los Angeles in 1981 (a year before Art's passing). George Cables (piano), David Williams (bass) and Carl Burnett (drums). Art is on clarinet on When You're Smiling.<br /><br />DISC SEVEN. 10 tracks.<br />Sleeve title is Art Pepper Big Band. Recorded in Los Angeles in 1959. Unable to track down the backing musicians.<br /><br />DISC EIGHT. 9 tracks.<br />Sleeve title is Art Pepper & Marty Paich Quartet. This disc is identical to The Marty Paich Quartet Featuring Art Pepper, which was recorded in Los Angeles in 1956 and features Marty Paich on piano, Buddy Clark on bass and Frank Capp on drums backing Art on alto.<br /><br />DISC NINE. 12 tracks.<br />Sleeve title is Spices. Recorded in Los Angeles in 1954 and features the following backing musicians:<br />Jack Montrose (ténor), Claude Williamson (piano),; Monty Budwig (bass) and Paul Ballerina (drums)<br />Hampton Hawes (piano), Joe Mondragon (bass) and Larry Bunker (drums)<br />Jack Montrose (ténor), Claude Williamson (piano), Monty Budwig (bass) and Larry Bunker (drums)<br /><br />DISC TEN. 12 tracks.<br />Sleeve title is With Mel Torme & Marty Paich Quartet. Recorded in Los Angeles in 1959. Some featured musicians include Jack Shelton on trumpet, Victor Feldman on vibraphone, Marty Piach on piano and Mel Torme on vocals.<br /><br />To me this set is a valuable collection of one of the most lyrical alto saxophonists in jazz. Art is among my top three favorite alto players - the other two are Johnny Hodges and Paul Desmond. Please see the comment below for the complete track list, which will give clues about the albums and recording sessions from which they came.",[],B00FZ15A90,B00FZ15A90,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-12-12 21:28:42,2,False
5.0,An obscure gem from an obscure musicial - fun listen,"This gem is one of my thrift shop finds. It's based on a 1959 Broadway musical that enjoyed 452 performances at the 46th Street Theatre. The music on this album mimics the play in that it's relatively obscure, but enjoyable. This album is from an era when soundtracks from plays and musicals were very popular.<br /><br />This one has a slight Dixieland feel to it, and because it is performed by a sextet instead of a full orchestra is interestingly arranged. When researching this album an interesting (but unverified) tidbit surfaced: the ensemble did not rehearse - they walked into the studio and 'had fun' creating the tracks that were selected for this album from among the eighteen that were actually performed in acts I and II in the play itself. Here are the tracks on this album and their lengths. The entire album clocks in at 33:36:<br />A1  My Girl Is Just Enough For Me  4:05<br />A2  Just For Once  2:22<br />A3  I Feel Mighty Marvelous  3:54<br />A4  The Right Finger Of My Left Hand  2:27<br />A5  Look Who's In Love  3:30<br />B1  Uncle Sam Rag  3:52<br />B2  Two Faces In The Dark  3:25<br />B3  I'm Back In Circulation  2:45<br />B4  Erbie Fitch's Dilemma  2:01<br />B5  Pick Pocket Tango  4:15<br />That's still almost two thirds of the actual songs from the play. All are catchy and nicely interpreted and performed. My favorite is B5, but I love songs with a tango feel. I cannot begin to describe the music since words are inadequate, but if you like more traditional jazz that is more easy listening and commercial, this is an interesting album and a fun listen.<br /><br />This was originally recorded for the Design Records label in 1959 and features Rex Stewart on trumpet backed by  John Bunch on piano, Joe Venuto on marimba, Leonard Gaskin on bass and Mousey Alexander on drums.",[],B003MXXFSQ,B003MXXFSQ,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-12-08 15:56:13,0,False
5.0,Both as a leader and as a sideman,"This four album set comes on two discs and features Flanagan's first album as a leader, and the rest as either co-leader or sideman. The sound quality is very good. I have come to trust this label for putting together competently remastered sets of albums that are mostly out of print.<br /><br />The tracks are not in chronological order, but they are grouped by the source albums from which they are taken. Also, the albums are as originally issued. There may be re-releases that have bonus tracks, but this set does not.<br /><br />Disc One starts off with an album titled Jazz...It's Magic! that was recorded for the Regent label at Rudy van Gelder's Hackensack, NJ studio on September 5, 1957. It's credited as the Curtis Fuller-Tommy Flanagan Quintet and features Fuller on trombone and Sonny Redd on alto sax, backed by Flanagan on piano, George Tucker on bass and Louis Hayes on drums. The tracks are:<br />1. Two Ton<br />2. Medley (It's Magic/My One And Only/They Didn't Believe Me)<br />3. Soul Station<br />4. Club Car<br />5. Upper Berth<br /><br />Remaining tracks are from the album titled The King and I that was recorded by the Wilbur Harden Quartet in NYC for the Savoy label on September 23 and 30, 1958. Hardin is on trumpet and flugelhorn backed by Flanagan on piano and celeste, George Duvivier on bass and Granville Hogan on drums. Tracks are:<br />6.  Getting To Know You<br />7.  My Lord And Master<br />8.  Shall We Dance<br />9.  We Kiss In A Shadow<br />10. I Have Dreamed<br />11. I Whistle A Happy Tune<br />12. Hello Young Lovers<br />13. Something Wonderful<br />14: `Trio Overseas'<br />14. Relaxin' At Camarillo<br /><br />Disc Two starts off Trio Overseas, which is Flanagan's first album as a leader. It  was recorded for the Metronome label in Stockholm, Sweden on August 15, 1957. Flanagan is backed by Wilbur Little on bass and Elvin Jones on drums. Tracks are:<br />1. Chelsea Bridge<br />2. Eclypso<br />3. Beats Up<br />4. Skal Brothers<br />5. Little Rock<br />6. Verdandi<br />7. Dalarna<br />8. Willow Weep For Me<br /><br />Tracks 9 through 13 are the album titled The Cats that was recorded for the New Jazz and Prestige labels at Rudy van Gelder's Hackensack, NJ studio on April 18, 1957. This album is credited to the Prestige All Stars and features Flanagan as co-leader. The line-up is Idrees Sulieman on trumpet with John Coltrane on tenor sax, backed by Flanagan on piano, Kenny Burrell on guitar, Doug Watkins on bass and Louis Hayes on drums. Tracks are:<br />9.  Minor Mishap<br />10. How Long Has This Been Going On?<br />11. Eclypso<br />12. Solacium<br />13. Tommy's Time",[],B013H289UA,B013H289UA,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-10-10 12:48:22,0,False
5.0,Wonderful pairing,"This is the first of four collaborations between Peterson and Jackson and it presages the ones to come. At a few seconds short of forty one minutes this album is almost a tease.<br /><br />One of the nice things about this album is it has some of the restraint Jackson used with the Modern Jazz Quartet. However, Peterson's piano is a major contrast to John Lewis' of the MJQ and that contrast makes this album interesting. For one thing, Peterson and bassist Ray Brown were renown for intensity even on ballads, and drummer Ed Thigpen fit right into that as well.<br /><br />Despite my alluding to intensity, the music comes across as relaxed and laid back. They made it sound so easy! When you closely listen the intensity is there under a layer of virtuosity and musicality. This is Jackson and Peterson's trio at their finest in my opinion.<br /><br />Since there is no track list (as I write this) I am providing one for reference:<br />1. On Green Dolphin Street 7:32<br />2. Heartstrings  5:43<br />3. Work Song 7:35<br />4. John Brown's Body 7:49<br /> 5. A Wonderful Guy 4:57<br /> 6. Reunion Blues<br /><br />The album was recorded for Verve in NYC over the course of two sessions (September 15 and 18, 1961.)  Sadly there were five unissued tracks from the sessions, two of which are logged as 'untitled Peterson originals' that I would have loved to have been included in a reissue. Regardless, the music that is on this album is definitely worthwhile.",[],B00YBKPGYU,B00YBKPGYU,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-10-01 18:44:13,0,False
3.0,"Not essential and Baker not at peak, but still enjoyable","This recording was made for the Belgium Philippe Defalle label in November 1979 in Brussles.<br /><br />I subtracted two stars because Baker's vocals are very weak here. His performances during this period were always hit or miss and this was must have caught him on a bad day. His trumpet work, though, does not suffer in the least. He is in full command of that instrument.<br /><br />There is no track list at the time of this review, so I am providing one and the times for each track:<br />01. This is always  7:49<br />02. Sweet Martine  8:20<br />03. Beatrice  6:49<br />04. Deep in a dream  5:53<br />05. Once I loved  4:51<br /><br />The album itself is somewhat pensive, with a laid back feeling among the entire ensemble. The instrumental sections are tight as though rehearsed a few times. I am not sure that was actually the case, but that is one of the key strengths of this album and what makes it so enjoyable. There is a touch of Baker's good days in those parts of the album.<br /><br />Another interesting thing is this does not come across as a hastily thrown together session. The ensemble is fairly large for Baker during this era in his career. He is accompanied by Steve Houben on alto sax, and backed by a solid rhythm section comprised of  Dennis Luxion on piano (credited as Denis Luxion) Bill Frisell on guitar, Kermit Driscoll on bass and Bruno Castellucci on drums. In particuar Houben, Luxion and Frisell stand out,  while Driscoll and Castellucci are solid on pulse and time. No complaints with any member of the ensemble or the sound quality of this CD.",[],B004NQQ5TC,B004NQQ5TC,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-09-19 12:34:03,1,False
5.0,"2 LPs, 1 track per side of great music","This is actually a studio album that was put together by Granz as a recorded (and supervised) jam. The line-up is first rate, and has a large alto and tenor saxophone section, fronted by Charlie Shavers on trumpet and backed by a solid rhythm section.<br /><br />Basically, this is along the lines with one of Granz' Jazz At The Philharmonic sessions. Here are the tracks:<br />A Jam Blues 14:39<br />B Ballad Medley 17:21<br />C What Is This Thing Called Love 15:48<br />D Funky Blues 13:26<br /><br />A and B are LP #1 and C and D are the second LP. If you find this set in VG condition the sound quality is superb. As can be seen from the track times each song is an extended rendition of a standard, with the obligatory ballad medley. Funky Blues is a Johnny Hodges composition, and the Ballad Medley is comprised of the following: All The Things You Are, Dearly Beloved, The Nearness Of You, I'll Get By, Everything Happens To Me, The Man I Love, What's New?, Someone To Watch Over Me and Isn't It Romantic?<br /><br />The line-up is a front line featuring Charlie Shavers on trumpet, accompanied by an alto sax section comprised of Johnny Hodges, Charlie Parker and Benny Carter, and a tenor sax section comprised of Flip Phillips and Ben Webster. The rhythm section was led by the Oscar Peterson Trio (Peterson on piano,  Barney Kessel on guitar and Ray Brown on bass), and J. C. Heard on drums.<br /><br />This album was originally released on both Mercury and Clef, then by Verve. It was recorded at Radio Recorders in Los Angeles on June 17, 1952 (some discographies cite July 1952.<br /><br />If you are familiar with JATP sessions from this era you already have an idea how this will sound. To my ears it's a fantastic reminder that folks were making some great music sixty-three years ago.",[],B001COGBU6,B001COGBU6,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-09-09 19:26:52,5,False
5.0,Two full albums + bonus tracks,"This is a great two album set with two additional tracks from a third album. The interesting thing is tracks 13 through 18 are Burrell's first album as a leader, and the first twelve tracks feature him on vocals as well as guitar.<br /><br />Since there is no track list as I write this I am providing it for reference:<br />1.  I'll Buy You A Star<br />2.  Weaver Of Dreams<br />3.  The More I See You<br />4.  I'm Just A Lucky So And So<br />5.  A Fine Romance<br />6.  Until The Real Thing Comes Along<br />7.  The Blues Is Awful Mean<br />8.  That Old Feeling<br />9.  If I Had You<br />10. Hootchie-Koo<br />11. Afternoon In Paris<br />12. Like Someone In Love<br />13. This Time The Dream's On Me<br />14. Fugue'n Blues<br />15. Takeela<br />16. Weaver Of Dreams<br />17. Delilah<br />18. Blues For Skeeter<br />19. Get Happy<br />20. But Not For Me<br /><br />The music is what you would expect from Burrell who was a veteran player when his inaugural album was recorded in 1956. He is backed by some of the best NYC musicians of the era, and that, too, indicates the high standard of music on this album. Add in the fact that the sound quality is superb for a CD and this album is a winner all around.<br /><br />Tracks 1 through 12 were recorded for Columbia in NYC in four different sessions between October 18, 1960 and April 11, 1961. These tracks feature Burrell on both guitar and vocals. He has a similar singing voice to Nat King Cole who I am guessing inspired him. It's a pity Burrell didn't sing more on other albums because his voice is excellent.<br /><br />Tracks 1, 2 and 9 were recorded on March 1, 1961 with Burrell accompanied by Bobby Jasper on tenor sax and backed by  Tommy Flanagan on piano, Wendell Marshall on bass and Bobby Donaldson on drums.<br /><br />Tracks 3, 4, 7 and 12 were recorded on November 1, 1960 with the same line-up with a few changes on specific tracks. On track 7 Joe Benjamin is on bass and Bill English is on drums.<br /><br />Tracks 5, 6 and 8 were recorded on October 18, 1960 with Burrell accompanied by Bobby Jasper on tenor sax and flute, and backed by Wendell Marshall on bass and Bobby Donaldson on drums.<br /><br />Tracks 10 and 11 were recorded on April 11, 1961 with Burrell accompanied by Bobby Jasper on tenor sax and backed by a rhythm section comprised of Tommy Flanagan on  piano, Joe Benjamin on bass and Bill English on drums.<br /><br />Tracks 13 through 18 are the album titled [[ASIN:B004ADWXTY Introducing Kenny Burrell]] that was recorded on May 29 and 30, 1956 for Blue Note at Rudy Van Gelder's Hackensack, NJ studio. Kenny's guitar is backed by Tommy Flanagan on piano, Paul Chambers on bass, Kenny Clarke on drums and Candido Camero on congas.<br /><br />Tracks 19 and 20 are from the album titled Kenny Burrell, Vol. 2, which was a follow-on to Introducing Kenny Burrell. These two tracks were recorded during the same May 29 and 30 1956 sessions with the same line up on track 19. He is solo on track 20.",[],B00KJJRZWI,B00KJJRZWI,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-08-25 18:38:19,2,False
5.0,For the West Coast jazz fan,"This album has a WWI theme because the song selection was chosen for their popularity during the 19-teens. Many of the songs are timeless, like track 1, After You've Gone. Others have fallen into obscurity, but when this album was recorded in 1957 many were still in the public's mind since WWI ended less than forty years prior. Note that the last track, Vamp's Blues, was written by Charlie Mariano who was not born until after the war (in 1923). Still, the overall theme of this album, with a distinct West Coast flavor, is what drew me to it.<br /><br />Since there is no track list on this page (at the time of this review) I am including it here:<br />1.  After You've Gone 4:49<br />2.  When Johnny Comes Marching Home 5:13<br />3.  Deep River 5:40<br />4.  Till We Meet Again  4:15<br />5.  K-K-K-Katy 5:27<br />6.  'til The Clouds Roll By 2:39<br />7.  Over There  4:22<br />8.  Ja Da 4:17<br />9.  Hello, Central, Give Me No Man's Land  3:57<br />10. Vamp's Blues  7:05<br /><br />The entire album clocks in at 48:14 and you can listen to sound samples on a reissue of this album at [[ASIN:B008C7POJ0 The Vamp's Blues]]. Let those guide you because they convey a lot more about this album than I can possibly put into words.<br /><br />This was recorded in Los Angeles for the World Pacific label at the Radio Recorders studio on December 10 and 11, 1957. Charlie Mariano is on alto sax (and recorder on Deep River), Jerry Dodgion is on alto sax and flute, Victor Feldman is on vibraphone, Jimmy Rowles on piano, Monty Budwig on bass and Shelly Manne on drums.",[],B004R74GMU,B004R74GMU,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-08-08 12:28:52,2,False
