main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together
Digital Music,Undisguised,4.9,45,[],['2009 Anthony Evans Inc.'],6.91,"[{'thumb': 'https://m.media-amazon.com/images/I/51tIeUHA9SL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51tIeUHA9SL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81waNEEMHTL._SL1500_.jpg'}]",[],Anthony Evans   Format: Audio CD,[],"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.59 x 4.65 x 0.39 inches; 3.53 Ounces', 'Manufacturer': 'Evans Anthony', 'Date First Available': 'June 12, 2010', 'Label': 'Evans Anthony', 'Country of Origin': 'United Kingdom', 'Number of discs': '1'}",B003826E20,
Digital Music,Initiation: Inside the Great Pyramid,4.0,30,[],"['Product Description', ""A landmark recording, and now the best-and only- recording of its kind! Recorded in 1981 before the unrest in Egypt, listeners can hear, and feel, what it's like to chant inside the King's Chamber, with its unique resonance. Special mics were used to record the 'silence'. Ancient Mysteries TV programs generate a growing niche audience."", 'About the Author', 'Steven Halpern, Ph.D. stands at the leading edge of the growing public understanding of the relationship between music, body, mind and spirit. An internationally acclaimed composer and recording artist Halpern has produced over sixty recordings and authored several books. His music has been featured on 48 Hours, AmericaAs Talking, and in USA Today, The New York Times and Yoga Journal. HalpernAs recordings are used in hospitals, healing clinics, and leading spas worldwide.', 'Joseph Nagler, D.A., C.M.T., is a musician, composer, and a certified music therapist who received his doctorate from New York University. He is the Music Department Chair and Queensborough College and was the Co-Director of the Center for Research in the Arts & Medicine, at New York UniversityAs Rusk Institute of Rehabilitation Medicine.']",14.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51COS01BicL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51COS01BicL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81arZ5fbRnL._SL1400_.jpg'}]",[],Steven Halpern   Format: Audio CD,[],"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.57 x 0.4 x 5.72 inches; 3.36 Ounces', 'Manufacturer': 'Allegro Corporation', 'Item model number': '65446', 'Original Release Date': '2007', 'Date First Available': 'February 7, 2007', 'Label': 'Allegro Corporation', 'Country of Origin': 'USA', 'Number of discs': '1'}",B000GFD36C,
Digital Music,Impressions With Jerry Butler & Betty Everett,5.0,1,[],[],4.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51J-FKoSqfL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51J-FKoSqfL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91QuFSDi6aL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51E6DYnzm8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51E6DYnzm8L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/912omPwmPiL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41hIKJHtjpL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41hIKJHtjpL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/91xItN1NL4L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41cdHR6MX+L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41cdHR6MX+L.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/91GjIBcwevL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41YxuVPwmTL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41YxuVPwmTL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/91jGtUoX3dL._SL1500_.jpg'}]",[],None,[],"{'Date First Available': 'June 4, 2010'}",B003UJ6J9E,
Digital Music,"Music & Movement Fun & Games Galore Exciting New Songs / Educational Songs for Kids of all Ages, Perfect for Mommy & Me, Pre-School, Kindergarten, Amazing Jewish Music For Kids",5.0,11,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51ugB-JS-4L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ugB-JS-4L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"Surie Levilev  (Artist),     Morah Music  (Orchestra)    Format: Audio CD",[],"{'Package Dimensions': '5.55 x 4.92 x 0.31 inches; 3.17 Ounces', 'Manufacturer': 'MMusic Productions', 'Date First Available': 'January 9, 2019', 'Label': 'MMusic Productions'}",B07MSG4K21,
Digital Music,RENE & SABOR,5.0,1,[],[],2.5,"[{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._SS40_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL.gif', 'variant': 'MAIN', 'hi_res': None}]",[],RENE & SABOR!  (Author)    Format: Audio CD,[],"{'Date First Available': 'May 6, 2007'}",B000QB71XM,
Digital Music,Pacha Mama,4.0,1,[],[],98.9,"[{'thumb': 'https://m.media-amazon.com/images/I/61i2JvNhBsL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61i2JvNhBsL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1rIygna2fL._SL1500_.jpg'}]",[],Quichua Mashis   Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'QM Records', 'Date First Available': 'May 15, 2006', 'Label': 'QM Records', 'Number of discs': '1'}",B000FPPZLO,
Digital Music,20Ten,4.8,42,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51BClbN-7tL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51BClbN-7tL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71VMQOGDUVL._SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51X-1yUDWuL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51X-1yUDWuL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61gN7wfA5hL._SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51cVi0lTVDL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cVi0lTVDL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71qHN1A0v7L._SL1024_.jpg'}]",[],Prince   Format: Audio CD,[],"{'Date First Available': 'May 11, 2016'}",B01FF8ZZK6,
Digital Music,Nuevos Exitos De Celia Cruz,5.0,1,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51wY92ttPxL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51wY92ttPxL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/519O-kauq5L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/519O-kauq5L.jpg', 'variant': 'PT01', 'hi_res': None}]",[],Celia Cruz   Format: Audio CD,[],"{'Manufacturer': 'Tico Records', 'Date First Available': 'April 9, 2010', 'Label': 'Tico Records', 'Number of discs': '1'}",B003GD03P0,
Digital Music,THUNDER WIND & RAIN NATURESCAPES A MUSIC,3.0,2,[],[],8.01,"[{'thumb': 'https://m.media-amazon.com/images/I/51kiT83grAL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51kiT83grAL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81cu1kECVUL._SL1500_.jpg'}]",[],Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.88 Ounces', 'Date First Available': 'June 10, 2010'}",B003R2PASA,
Digital Music,Every Moment,4.0,4,[],[],28.21,"[{'thumb': 'https://m.media-amazon.com/images/I/314BZ3m3XSL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/314BZ3m3XSL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"Nathan Paul  (Artist),     Heidi Chapman  (Artist)    Format: Audio CD",[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'April 7, 2004'}",B00020V7ZK,
Digital Music,LDS: Popcorn Popping CD - Marvin Goldstein,5.0,1,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/41O6FlphixL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41O6FlphixL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61f3jdcBCbL._SL1000_.jpg'}]",[],Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'August 6, 2012'}",B008TV8QL2,
Digital Music,"Banda Zeta ""20 Exitos""",5.0,6,[],"['Banda Zeta (20 Exitos) DLP-4033  1. HOTEL CALIFORNIA  2. ROCK NATIVO  3. LA CALENTURA  4. PRESUMIDAS S.A.  5. JACARANDOSA  6. NINITA PROBLEMA  7. EL SR. DE LAS CANAS  8. AEROBICS DE SENORITAS  9. EL GATO DE VECINDARIO  10. EL CARINO QUE PERDI  11. ZAPATOS VIEJOS  12. PORQUE ME QUITE DEL VICIO  13. ZAPATOS DE BAILADOR  14. LA PALIDA LUZ  15. LA MATRACA  16. REVENTON UNISEX  17. LA NINA FRESA  18. CANCION DE UNA TRISTE PROMESA  19. DE CHIVITO LOS TAMALES  20. JUAREZ  1998 Mex. Titulos Cortesia: Musica Tierra Caliente, Gracias. 2/4/XIX']",24.98,"[{'thumb': 'https://m.media-amazon.com/images/I/51GSv3aSR8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51GSv3aSR8L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"Banda Zeta, Zeta, Zeta Banda.  (Composer)    Format: Audio CD",[],"{'Package Dimensions': '5.6 x 4.9 x 0.5 inches; 0.01 Ounces', 'Manufacturer': 'MCM', 'Date First Available': 'August 20, 2008', 'Label': 'MCM', 'Number of discs': '1'}",B001EKGRMA,
Digital Music,Theres a Storm Coming by In Faith,4.8,22,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51jZ-5QDRVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jZ-5QDRVL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],In Faith  (Artist)    Format: Audio CD,[],"{'Manufacturer': 'rocktopia records', 'Date First Available': 'July 20, 2020', 'Label': 'rocktopia records'}",B01MRE4W8X,
Digital Music,Mis Mejores a Años,5.0,1,[],['1.- POR EL AMOR DE UNA MUJER DANNY DANIEL 2.- LLAMARADA Manolo Muñoz 3.- SIEMPRE TE RECORDARE YACO MONTI 4.- SOY LO PROHIBIDO VICTOR YTURBE 5.- ADORO CARLOS LICO 6.- EMBRUJO ENRIQUE LINARES 7.- TE VI LLORANDO MARCO ANTONIO VAZQUEZ 8.- POR TI OSCAR CHAVEZ 9.- ESTA TARDE VI LLORAR ARMANDO MANZANERO 10.- ESA PARED LEO DAN 11.- LO SE ENRIQUE GUZMAN 12.- ESPEJISMO JUANELLO 13.- MELANCOLIA JOSE AUGUSTO 14.- YO QUIERO DIBUJARTE ELIO ROCA 15.- UNA VIEJA CANCION DE AMOR RAUL ABRAMZON 16.- ANTIGUA ERICK 17.- MI CARAZON LLORO KING CLAVE 18.- EL PECADOR ALBERTO VAZQUEZ'],98.88,"[{'thumb': 'https://m.media-amazon.com/images/I/51FAX1f7oWL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FAX1f7oWL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/8190cNbkquL._SL1500_.jpg'}]",[],"Danny Daniel  (Composer),     UNIVERSAL  (Author)    Format: Audio CD",[],"{'Date First Available': 'August 28, 2011'}",B005JPUWJU,
Digital Music,30 Greatest Hits of Lynyrd Skynyrd,4.8,5,[],"[""Track Listings:  CD 1 1. Sweet Home Alabama - - 4:44 2. Need All My Friends - - 5:10 3. Blues Medley - - 10:14 4. Down South Jukin' - - 2:12 5. Was I Right Or Wrong - - 5:21 6. I Ain't The One - - 3:55 7. Tuesday's Gone - - 7:32 8. Gimme Three Steps - - 4:26 9. Workin' For MCA - - 4:46 10. The Ballad Of Curtis Loew - - 4:51 11. Call Me The Breeze - - 5:06 12. Saturday Night Special - - 5:08 13. All I Can Do Is Write About It - - 4:24 14. Free Bird - - 9:08  CD 2 1. Whiskey Rock-A-Roller - - 4:14 2. Simple Man - - 6:48 3. What's Your Name - - 3:31 4. That Smell - - 5:47 5. I Know A Little - - 3:26 6. You Got That Right - - 3:44 7. Comin' Home - - 6:43 8. Swamp Music - - 3:51 9. Gimme Back My Bullets - - 4:53 10. Smokestack Lightning - - 4:28 11. The Last Rebel - - 6:47 12. Things Goin' On - - 3:00 13. Talked Myself Right Into It - - 3:25 14. We Ain't Much Different - - 3:40 15. Workin' - - 4:53 16. Mad Hatter - - 5:39""]",16.97,"[{'thumb': 'https://m.media-amazon.com/images/I/41Cit2qzxTL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Cit2qzxTL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/715+KavoQSL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/513FZ4n4waL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/513FZ4n4waL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91HhR5u-zYL._SL1500_.jpg'}]",[],Lynyrd Skynyrd  (Contributor)    Format: Audio CD,[],"{'Item Weight': '8 Ounces', 'Manufacturer': 'MCA /Univ', 'Run time': '2 hours', 'Date First Available': 'December 8, 2021', 'Label': 'MCA /Univ', 'Country of Origin': 'USA', 'Number of discs': '2'}",B09NB1LX7J,
Digital Music,美少女戦士セーラームーン セー,5.0,1,[],[],36.54,"[{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._SS40_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL.gif', 'variant': 'MAIN', 'hi_res': None}]",[],三石琴乃   Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'October 25, 2014', 'Number of discs': '1'}",B00005ERHJ,
Digital Music,Der Kommissar,4.5,10,[],[],16.69,"[{'thumb': 'https://m.media-amazon.com/images/I/51uw+bowAzL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51uw+bowAzL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Falco   Format: Audio CD,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'August 6, 2012', 'Number of discs': '1'}",B000008A2U,
Digital Music,Do the Twist With Ray Charles,5.0,5,[],"['This compilation album was released in 1961 by Atlantic Records. Side A 1.""Tell Me How Do You Feel?"" 2.""I Got A Woman"" 3.""Heartbreaker"" 4.""Tell The Truth"" Side B 1.""What\'d I Say"" 2.""Talkin\' \'Bout You"" 3.""You Be My Baby"" 4.""Leave My Woman Alone"" 5.""I\'m Movin\' On""']",3.99,"[{'thumb': 'https://m.media-amazon.com/images/I/314zt9VLCkL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/314zt9VLCkL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31yCqGVwtmL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31yCqGVwtmL.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/4158Gzvs4iL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4158Gzvs4iL.jpg', 'variant': 'PT02', 'hi_res': None}]",[],None,[],"{'Package Dimensions': '12.64 x 12.44 x 0.47 inches; 10.86 Ounces', 'Date First Available': 'November 19, 2007'}",B000ZH3VCW,
Digital Music,L'Art du Son Record Cleaning Fluid for Shellac 78s,4.7,118,[],"[""The premiere product from L'Art du Son is a new and revolutionary record cleaning solution suitable for both vinyl LPs and shellac 78s. Developed after years of research by founder and analog devotee Martina Schoener. The cleaning fluid features: Very economical. Concentrate makes up to 4 quarts of cleaning fluid when added to ordinary distilled water. Contains NO alcohol which can damage Lp's. Use of Environmentally friendly formula components. Non-toxic, anti-static formula. Biodegradeable. Dramatic increase in dynamic contrasts from Lp playback Improved bass response from Lp playback Vast improvement in overall soundstage clarity from Lp playback Increased stage depth and sense of musical ease from Lp playback Substantial reduction in Lp noise floor resulting in improved clarity and instrumental definition Increased Lp longevity. Even makes brand new records sound quieter and better. No harsh chemical smell. Almost smells like a soft perfume in concentrate form. Even less odor when diluted. Imported from Germany, Made for Loricraft Audio. When properly diluted in one gallon of distilled water the cost is about $13.75 per quart of solution. This amount will last many thousands of record cleanings. Distilled water is readily available in most grocery stores or pharmacies for less than a dollar per gallon. Special extra pure deionized water is available from auto supply stores for refilling car batteries.""]",49.99,"[{'thumb': 'https://m.media-amazon.com/images/I/411W-Ff2IVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/411W-Ff2IVL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Format: Accessory,[],"{'Product Dimensions': '4.72 x 2.44 x 2.36 inches; 8.48 Ounces', 'Date First Available': 'February 3, 2014', 'Number of discs': '1'}",B000T400ZC,
Digital Music,"Assassins (Left Behind, Book 6)",4.7,1518,[],['8 audiocassettes. Unabridged. Read by Jack Sondericker. Book 6 of the Tribulation series.'],6.5,"[{'thumb': 'https://m.media-amazon.com/images/I/515XUKCSewL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/515XUKCSewL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91GFiuWVhXL._SL1500_.jpg'}]",[],Jerry B. Jenkins   Tim LaHaye   Format: Audio Cassette,[],"{'Package Dimensions': '8.6 x 4.9 x 2.3 inches; 15.2 Ounces', 'Manufacturer': 'Books in Motion', 'Date First Available': 'November 15, 2002', 'Label': 'Books in Motion'}",1556869622,
Digital Music,"Complete Swedish Beginner to Intermediate Book and Audio Course: Learn to read, write, speak and understand a new language with Teach Yourself",4.2,9,[],[],29.97,"[{'thumb': 'https://m.media-amazon.com/images/I/51pTmp1fbNL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51pTmp1fbNL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71FaFbYPcLL._SL1000_.jpg'}]",[],"CROGHAN, VERA  (Artist)    Format: Audio CD",[],"{'Language': 'English', 'Product Dimensions': '5.31 x 0.59 x 7.56 inches; 3.25 Ounces', 'Manufacturer': 'GARDNERS VI BOOKS AMS006', 'Date First Available': 'October 8, 2011', 'Label': 'GARDNERS VI BOOKS AMS006'}",1444107186,
Digital Music,Worship From the Big Top,5.0,1,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/61Gq58r-U4L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61Gq58r-U4L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Ronnie Freeman  (Author)    Format: Audio CD,[],"{'Package Dimensions': '5.6 x 4.8 x 0.4 inches; 3.2 Ounces', 'Manufacturer': 'JH Ranch', 'Date First Available': 'November 12, 2006', 'Label': 'JH Ranch', 'Number of discs': '1'}",B000KJ8Y18,
Digital Music,Je suis Grecque,4.4,22,[],"[""TITLES: 1 LE SOLEIL DE NOS COEURS 2 ATTENDRE, ATTENDRE 3 L'ETRANGERE 4 MES AMIS D'HIER 5 LE PORTUGAIS 6 VIOLENCE! VIOLENCE! 7 LE CHAT ET LA SOURIS 8 ENTRE LES LIGNES, ENTRE LES MOTS 9 PAR DIX, PAR CENT, PAR MILLE 10 RODOSTAMOU 11 JE SUIS GRECQUE""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/51x0Bf28R9L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51x0Bf28R9L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71IF9KrG4sL._SL1000_.jpg'}]",[],Melina Mercouri  (Artist)    Format: Audio CD,[],"{'Package Dimensions': '5.43 x 5.35 x 0.24 inches; 0.71 Ounces', 'Date First Available': 'April 27, 2014', 'Number of discs': '1'}",B00JZ2KUSQ,
Digital Music,"NUGENT, TED & THE AMBOY DUKES - SURVIVAL OF THE FITTEST LIVE by N/A (0100-01-01)",4.6,40,[],[],21.99,"[{'thumb': 'https://m.media-amazon.com/images/I/31joMOe74fL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31joMOe74fL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Ted Nugent And The Amboy Dukes  (Artist)    Format: Audio CD,[],"{'Manufacturer': 'Sunrise Records', 'Date First Available': 'August 11, 2015', 'Label': 'Sunrise Records', 'Country of Origin': 'Germany', 'Number of discs': '1'}",B013RPFRK2,
Digital Music,Independence Eve At Grant Park with the Chicago Park District's Grant Park Symphony Orchestra and Chorus,5.0,1,[],[],2.99,"[{'thumb': 'https://m.media-amazon.com/images/I/61K0Q8xLu2L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61K0Q8xLu2L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"David Loebel, conductor  (Author),     Elizabeth Norman, soprano  (Author)    Format: Audio CD",[],"{'Package Dimensions': '5.6 x 4.9 x 0.4 inches; 3.2 Ounces', 'Manufacturer': 'GPMF', 'Run time': '114 minutes', 'Date First Available': 'December 8, 2004', 'Label': 'GPMF', 'Number of discs': '1'}",B0006Z15EE,
Digital Music,Too Late Blues,4.2,3,[],"['Limited edition of 1000 copies. Track listing: 1. Seal One Part 1 – Sax Raises Its Ugly Head 2. Theme from Too Late Blues (A Song After Sundown) 3. The Rim Shot Heard ’Round the World 4. Mother Time (Juke Box) 5. Something Like Noodles/Something Like Bulio/Something Like That 6. Heel and Toe – Get Wildroot Hair Oil, Charlie 7. Bass Canard (short version) 8. Look Inward, Angel 9. Danzon 10. A Song After Sundown 11. Sambalero 12. Recording Studio Part 2 – A Song After Sundown 13. Wither Thou, Ghost! 14. Blues for Tomorrow 15. Ulysses in Swanktown 16. Like Lasagna 17. Ghost Blows Test 18. Benny Splits While Jimmy Rowles 19. Ciudad de Mexico 20. Wife’s Other John 21. Finale – The Rim Shot Heard ’Round the World. BONUS TRACKS: 22. Paramount Seal and Tie-In (alternate version) 23. Danzon 24. Ciudad de Mexico 25. Some Other Time 26. Benny Splits While Jimmy Rowles (short version) 27. Look Inward, Angel (combo) 28. Look Inward, Angel (combo – long version) 29. The Rim Shot Heard ’Round the World (alternate) 30. Sambalero 31. Bass Canard (long version) 32. Wife’s Other John (extended version).']",14.95,"[{'thumb': 'https://m.media-amazon.com/images/I/61DUj4a8WaL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61DUj4a8WaL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"David Raksin  (Composer, Conductor)    Format: Audio CD",[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'Kritzerland', 'Date First Available': 'June 5, 2013', 'Label': 'Kritzerland', 'Number of discs': '1'}",B00D7HBTQ2,
Digital Music,Iuhan 82,3.2,3,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51JBSaYYuBL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51JBSaYYuBL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Z7YONJiyL._SL1100_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51CcoMzJj4L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CcoMzJj4L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61CK+gzRF5L._SL1046_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51IwdjHjJZL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51IwdjHjJZL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61ykvh-dwmL._SL1046_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51b5L0hvMiL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51b5L0hvMiL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71qcDmcWSfL._SL1046_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51fCUonDDVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51fCUonDDVL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61KabUXf59L._SL1046_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41bAyvuAq7L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41bAyvuAq7L.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61ebmkNKeUL._SL1046_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51zs116RalL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51zs116RalL.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71-p5aYmHhL._SL1046_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41a-OnogkjL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41a-OnogkjL.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/61cOdwaMwuL._SL1046_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51gRXaX9JFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51gRXaX9JFL.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/71cQ0ake-3L._SL1046_.jpg'}]",[],None,[],"{'Is Discontinued By Manufacturer': 'No', 'Item model number': 'Iuhan', 'Date First Available': 'March 20, 2017'}",B01HULCZZ4,
Digital Music,"Minnesota Blues ...Live In Deluth October, 1968",2.5,3,[],[],42.48,"[{'thumb': 'https://m.media-amazon.com/images/I/61WFnIJrCXL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61WFnIJrCXL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81OdkiJyFfL._SL1067_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61hLPYkbT1L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61hLPYkbT1L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81phQm9OMcL._SL1071_.jpg'}]",[],Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'September 17, 2014'}",B00NNV6HRI,
Digital Music,Great Dg & Emi (37CD Box Set),5.0,2,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/41t+Ke6alFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41t+Ke6alFL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Format: Audio CD,[],"{'Product Dimensions': '5.71 x 0.39 x 4.92 inches; 1.1 Pounds', 'Date First Available': 'May 28, 2019', 'Number of discs': '37'}",B01MTL9QGG,
